Date,Time,Nitrogen dioxide,Status
10/04/2021,14:00:00,7.59955,V ugm-3
10/04/2021,15:00:00,7.88751,V ugm-3
10/04/2021,16:00:00,9.30606,V ugm-3
10/04/2021,17:00:00,10.21782,V ugm-3
10/04/2021,18:00:00,10.04763,V ugm-3
10/04/2021,19:00:00,10.79147,V ugm-3
10/04/2021,20:00:00,11.30965,V ugm-3
10/04/2021,21:00:00,10.91227,V ugm-3
10/04/2021,22:00:00,7.33133,V ugm-3
10/04/2021,23:00:00,9.15029,V ugm-3
10/04/2021,0:00:00,7.95285,V ugm-3
11/04/2021,01:00:00,8.19994,V ugm-3
11/04/2021,02:00:00,7.12119,V ugm-3
11/04/2021,03:00:00,5.81282,V ugm-3
11/04/2021,04:00:00,6.89285,V ugm-3
11/04/2021,05:00:00,11.00153,V ugm-3
11/04/2021,06:00:00,14.87341,V ugm-3
11/04/2021,07:00:00,14.04423,V ugm-3
11/04/2021,08:00:00,10.32132,V ugm-3
11/04/2021,09:00:00,7.02107,V ugm-3
11/04/2021,10:00:00,4.41354,V ugm-3
11/04/2021,11:00:00,4.23998,V ugm-3
11/04/2021,12:00:00,4.86408,V ugm-3
11/04/2021,13:00:00,6.00504,V ugm-3
11/04/2021,14:00:00,5.55219,V ugm-3
11/04/2021,15:00:00,8.45975,V ugm-3
11/04/2021,16:00:00,10.33823,V ugm-3
11/04/2021,17:00:00,7.8418,V ugm-3
11/04/2021,18:00:00,8.93258,V ugm-3
11/04/2021,19:00:00,13.26807,V ugm-3
11/04/2021,20:00:00,27.75494,V ugm-3
11/04/2021,21:00:00,44.97888,V ugm-3
11/04/2021,22:00:00,46.36048,V ugm-3
11/04/2021,23:00:00,54.31414,V ugm-3
11/04/2021,0:00:00,60.83262,V ugm-3
12/04/2021,01:00:00,54.60768,V ugm-3
12/04/2021,02:00:00,31.65477,V ugm-3
12/04/2021,03:00:00,23.02642,V ugm-3
12/04/2021,04:00:00,21.76441,V ugm-3
12/04/2021,05:00:00,27.80608,V ugm-3
12/04/2021,06:00:00,41.31484,V ugm-3
12/04/2021,07:00:00,44.0657,V ugm-3
12/04/2021,08:00:00,32.62542,V ugm-3
12/04/2021,09:00:00,22.99415,V ugm-3
12/04/2021,10:00:00,15.366,V ugm-3
12/04/2021,11:00:00,11.07537,V ugm-3
12/04/2021,12:00:00,21.85895,V ugm-3
12/04/2021,13:00:00,15.95462,V ugm-3
12/04/2021,14:00:00,13.69044,V ugm-3
12/04/2021,15:00:00,14.9155,V ugm-3
12/04/2021,16:00:00,13.60096,V ugm-3
12/04/2021,17:00:00,14.97814,V ugm-3
12/04/2021,18:00:00,17.1606,V ugm-3
12/04/2021,19:00:00,22.9459,V ugm-3
12/04/2021,20:00:00,67.11975,V ugm-3
12/04/2021,21:00:00,78.6387,V ugm-3
12/04/2021,22:00:00,76.47019,V ugm-3
12/04/2021,23:00:00,69.63019,V ugm-3
12/04/2021,0:00:00,59.00219,V ugm-3
13/04/2021,01:00:00,57.34608,V ugm-3
13/04/2021,02:00:00,43.59524,V ugm-3
13/04/2021,03:00:00,38.30889,V ugm-3
13/04/2021,04:00:00,43.07513,V ugm-3
13/04/2021,05:00:00,47.90339,V ugm-3
13/04/2021,06:00:00,55.48242,V ugm-3
13/04/2021,07:00:00,58.72997,V ugm-3
13/04/2021,08:00:00,57.87709,V ugm-3
13/04/2021,09:00:00,39.44823,V ugm-3
13/04/2021,10:00:00,13.31589,V ugm-3
13/04/2021,11:00:00,11.71888,V ugm-3
13/04/2021,12:00:00,10.08348,V ugm-3
13/04/2021,13:00:00,8.99656,V ugm-3
13/04/2021,14:00:00,13.3529,V ugm-3
13/04/2021,15:00:00,16.50694,V ugm-3
13/04/2021,16:00:00,17.34581,V ugm-3
13/04/2021,17:00:00,18.34886,V ugm-3
13/04/2021,18:00:00,19.38636,V ugm-3
13/04/2021,19:00:00,25.97697,V ugm-3
13/04/2021,20:00:00,54.85521,V ugm-3
13/04/2021,21:00:00,74.05162,V ugm-3
13/04/2021,22:00:00,71.70948,V ugm-3
13/04/2021,23:00:00,67.60296,V ugm-3
13/04/2021,0:00:00,40.63038,V ugm-3
14/04/2021,01:00:00,39.21683,V ugm-3
14/04/2021,02:00:00,47.83021,V ugm-3
14/04/2021,03:00:00,48.80109,V ugm-3
14/04/2021,04:00:00,46.33894,V ugm-3
14/04/2021,05:00:00,48.59955,V ugm-3
14/04/2021,06:00:00,54.54604,V ugm-3
14/04/2021,07:00:00,64.88936,V ugm-3
14/04/2021,08:00:00,54.09883,V ugm-3
14/04/2021,09:00:00,29.14566,V ugm-3
14/04/2021,10:00:00,17.58463,V ugm-3
14/04/2021,11:00:00,11.24377,V ugm-3
14/04/2021,12:00:00,8.9059,V ugm-3
14/04/2021,13:00:00,9.4256,V ugm-3
14/04/2021,14:00:00,10.45545,V ugm-3
14/04/2021,15:00:00,12.57332,V ugm-3
14/04/2021,16:00:00,11.19594,V ugm-3
14/04/2021,17:00:00,12.9862,V ugm-3
14/04/2021,18:00:00,13.84706,V ugm-3
14/04/2021,19:00:00,10.81891,V ugm-3
14/04/2021,20:00:00,8.47228,V ugm-3
14/04/2021,21:00:00,12.20584,V ugm-3
14/04/2021,22:00:00,13.92596,V ugm-3
14/04/2021,23:00:00,19.77262,V ugm-3
14/04/2021,0:00:00,15.18776,V ugm-3
15/04/2021,01:00:00,10.40154,V ugm-3
15/04/2021,02:00:00,13.60944,V ugm-3
15/04/2021,03:00:00,10.44336,V ugm-3
15/04/2021,04:00:00,13.94875,V ugm-3
15/04/2021,05:00:00,28.81979,V ugm-3
15/04/2021,06:00:00,37.08516,V ugm-3
15/04/2021,07:00:00,38.89532,V ugm-3
15/04/2021,08:00:00,24.73353,V ugm-3
15/04/2021,09:00:00,9.93586,V ugm-3
15/04/2021,10:00:00,8.50743,V ugm-3
15/04/2021,11:00:00,9.13823,V ugm-3
15/04/2021,12:00:00,10.06132,V ugm-3
15/04/2021,13:00:00,No data,V ugm-3
15/04/2021,14:00:00,8.74304,V ugm-3
15/04/2021,15:00:00,15.64368,V ugm-3
15/04/2021,16:00:00,15.76027,V ugm-3
15/04/2021,17:00:00,17.26715,V ugm-3
15/04/2021,18:00:00,19.39113,V ugm-3
15/04/2021,19:00:00,24.85124,V ugm-3
15/04/2021,20:00:00,26.51931,V ugm-3
15/04/2021,21:00:00,35.82493,V ugm-3
15/04/2021,22:00:00,46.53236,V ugm-3
15/04/2021,23:00:00,40.532,V ugm-3
15/04/2021,0:00:00,34.34465,V ugm-3
16/04/2021,01:00:00,31.28575,V ugm-3
16/04/2021,02:00:00,25.01378,V ugm-3
16/04/2021,03:00:00,36.69031,V ugm-3
16/04/2021,04:00:00,34.65268,V ugm-3
16/04/2021,05:00:00,43.78206,V ugm-3
16/04/2021,06:00:00,57.684,V ugm-3
16/04/2021,07:00:00,65.1777,V ugm-3
16/04/2021,08:00:00,37.12461,V ugm-3
16/04/2021,09:00:00,23.8266,V ugm-3
16/04/2021,10:00:00,13.16843,V ugm-3
16/04/2021,11:00:00,11.3895,V ugm-3
16/04/2021,12:00:00,7.89895,V ugm-3
16/04/2021,13:00:00,7.67517,V ugm-3
16/04/2021,14:00:00,8.99518,V ugm-3
